ilce_id,ilce,year,space_cluster,year_block,block_id,crop,tier
1471,Merkez,2020,1,3,16,bugday,A
1471,Merkez,2021,1,3,16,bugday,A
1471,Merkez,2022,1,4,21,bugday,A
1471,Merkez,2023,1,4,21,bugday,A
1471,Merkez,2024,1,4,21,bugday,A
1471,Merkez,2025,1,4,21,bugday,A
1480,Kofçaz,2004,1,0,1,bugday,A
1480,Kofçaz,2005,1,0,1,bugday,A
1480,Kofçaz,2006,1,0,1,bugday,A
1480,Kofçaz,2007,1,0,1,bugday,A
1480,Kofçaz,2008,1,0,1,bugday,A
1480,Kofçaz,2009,1,1,6,bugday,A
1480,Kofçaz,2010,1,1,6,bugday,A
1480,Kofçaz,2011,1,1,6,bugday,A
1480,Kofçaz,2012,1,1,6,bugday,A
1480,Kofçaz,2013,1,2,11,bugday,A
1480,Kofçaz,2014,1,2,11,bugday,A
1480,Kofçaz,2015,1,2,11,bugday,A
1480,Kofçaz,2016,1,2,11,bugday,A
1480,Kofçaz,2017,1,2,11,bugday,A
1480,Kofçaz,2018,1,3,16,bugday,A
1480,Kofçaz,2019,1,3,16,bugday,A
1480,Kofçaz,2020,1,3,16,bugday,A
1480,Kofçaz,2021,1,3,16,bugday,A
1480,Kofçaz,2022,1,4,21,bugday,A
1480,Kofçaz,2023,1,4,21,bugday,A
1480,Kofçaz,2024,1,4,21,bugday,A
1480,Kofçaz,2025,1,4,21,bugday,A
1502,Lalapaşa,2004,2,0,2,bugday,A
1502,Lalapaşa,2005,2,0,2,bugday,A
1502,Lalapaşa,2006,2,0,2,bugday,A
1502,Lalapaşa,2007,2,0,2,bugday,A
1502,Lalapaşa,2008,2,0,2,bugday,A
1502,Lalapaşa,2009,2,1,7,bugday,A
1502,Lalapaşa,2010,2,1,7,bugday,A
1502,Lalapaşa,2011,2,1,7,bugday,A
1502,Lalapaşa,2012,2,1,7,bugday,A
1502,Lalapaşa,2013,2,2,12,bugday,A
1502,Lalapaşa,2014,2,2,12,bugday,A
1502,Lalapaşa,2015,2,2,12,bugday,A
1502,Lalapaşa,2016,2,2,12,bugday,A
1502,Lalapaşa,2017,2,2,12,bugday,A
1502,Lalapaşa,2018,2,3,17,bugday,A
1502,Lalapaşa,2019,2,3,17,bugday,A
1502,Lalapaşa,2020,2,3,17,bugday,A
1502,Lalapaşa,2021,2,3,17,bugday,A
1502,Lalapaşa,2022,2,4,22,bugday,A
1502,Lalapaşa,2023,2,4,22,bugday,A
1502,Lalapaşa,2024,2,4,22,bugday,A
1502,Lalapaşa,2025,2,4,22,bugday,A
1505,Lüleburgaz,2004,1,0,1,bugday,A
1505,Lüleburgaz,2005,1,0,1,bugday,A
1505,Lüleburgaz,2006,1,0,1,bugday,A
1505,Lüleburgaz,2007,1,0,1,bugday,A
1505,Lüleburgaz,2008,1,0,1,bugday,A
1505,Lüleburgaz,2009,1,1,6,bugday,A
1505,Lüleburgaz,2010,1,1,6,bugday,A
1505,Lüleburgaz,2011,1,1,6,bugday,A
1505,Lüleburgaz,2012,1,1,6,bugday,A
1505,Lüleburgaz,2013,1,2,11,bugday,A
1505,Lüleburgaz,2014,1,2,11,bugday,A
1505,Lüleburgaz,2015,1,2,11,bugday,A
1505,Lüleburgaz,2016,1,2,11,bugday,A
1505,Lüleburgaz,2017,1,2,11,bugday,A
1505,Lüleburgaz,2018,1,3,16,bugday,A
1505,Lüleburgaz,2019,1,3,16,bugday,A
1505,Lüleburgaz,2020,1,3,16,bugday,A
1505,Lüleburgaz,2021,1,3,16,bugday,A
1505,Lüleburgaz,2022,1,4,21,bugday,A
1505,Lüleburgaz,2023,1,4,21,bugday,A
1505,Lüleburgaz,2024,1,4,21,bugday,A
1505,Lüleburgaz,2025,1,4,21,bugday,A
1511,Malkara,2004,4,0,4,bugday,A
1511,Malkara,2005,4,0,4,bugday,A
1511,Malkara,2006,4,0,4,bugday,A
1511,Malkara,2007,4,0,4,bugday,A
1511,Malkara,2008,4,0,4,bugday,A
1511,Malkara,2009,4,1,9,bugday,A
1511,Malkara,2010,4,1,9,bugday,A
1511,Malkara,2011,4,1,9,bugday,A
1511,Malkara,2012,4,1,9,bugday,A
1511,Malkara,2013,4,2,14,bugday,A
1511,Malkara,2014,4,2,14,bugday,A
1511,Malkara,2015,4,2,14,bugday,A
1511,Malkara,2016,4,2,14,bugday,A
1511,Malkara,2017,4,2,14,bugday,A
1511,Malkara,2018,4,3,19,bugday,A
1511,Malkara,2019,4,3,19,bugday,A
1511,Malkara,2020,4,3,19,bugday,A
1511,Malkara,2021,4,3,19,bugday,A
1511,Malkara,2022,4,4,24,bugday,A
1511,Malkara,2023,4,4,24,bugday,A
1511,Malkara,2024,4,4,24,bugday,A
1511,Malkara,2025,4,4,24,bugday,A
1523,Meriç,2004,0,0,0,bugday,A
1523,Meriç,2005,0,0,0,bugday,A
1523,Meriç,2006,0,0,0,bugday,A
1523,Meriç,2007,0,0,0,bugday,A
1523,Meriç,2008,0,0,0,bugday,A
1523,Meriç,2009,0,1,5,bugday,A
1523,Meriç,2010,0,1,5,bugday,A
1523,Meriç,2011,0,1,5,bugday,A
1523,Meriç,2012,0,1,5,bugday,A
1523,Meriç,2013,0,2,10,bugday,A
1523,Meriç,2014,0,2,10,bugday,A
1523,Meriç,2015,0,2,10,bugday,A
1523,Meriç,2016,0,2,10,bugday,A
1523,Meriç,2017,0,2,10,bugday,A
1523,Meriç,2018,0,3,15,bugday,A
1523,Meriç,2019,0,3,15,bugday,A
1523,Meriç,2020,0,3,15,bugday,A
1523,Meriç,2021,0,3,15,bugday,A
1523,Meriç,2022,0,4,20,bugday,A
1523,Meriç,2023,0,4,20,bugday,A
1523,Meriç,2024,0,4,20,bugday,A
1523,Meriç,2025,0,4,20,bugday,A
1538,Muratlı,2004,3,0,3,bugday,A
1538,Muratlı,2005,3,0,3,bugday,A
1538,Muratlı,2006,3,0,3,bugday,A
1538,Muratlı,2007,3,0,3,bugday,A
1538,Muratlı,2008,3,0,3,bugday,A
1538,Muratlı,2009,3,1,8,bugday,A
1538,Muratlı,2010,3,1,8,bugday,A
1538,Muratlı,2011,3,1,8,bugday,A
1538,Muratlı,2012,3,1,8,bugday,A
1538,Muratlı,2013,3,2,13,bugday,A
1538,Muratlı,2014,3,2,13,bugday,A
1538,Muratlı,2015,3,2,13,bugday,A
1538,Muratlı,2016,3,2,13,bugday,A
1538,Muratlı,2017,3,2,13,bugday,A
1538,Muratlı,2018,3,3,18,bugday,A
1538,Muratlı,2019,3,3,18,bugday,A
1538,Muratlı,2020,3,3,18,bugday,A
1538,Muratlı,2021,3,3,18,bugday,A
1538,Muratlı,2022,3,4,23,bugday,A
1538,Muratlı,2023,3,4,23,bugday,A
1538,Muratlı,2024,3,4,23,bugday,A
1538,Muratlı,2025,3,4,23,bugday,A
1572,Pehlivanköy,2004,2,0,2,bugday,A
1572,Pehlivanköy,2005,2,0,2,bugday,A
1572,Pehlivanköy,2006,2,0,2,bugday,A
1572,Pehlivanköy,2007,2,0,2,bugday,A
1572,Pehlivanköy,2008,2,0,2,bugday,A
1572,Pehlivanköy,2009,2,1,7,bugday,A
1572,Pehlivanköy,2010,2,1,7,bugday,A
1572,Pehlivanköy,2011,2,1,7,bugday,A
1572,Pehlivanköy,2012,2,1,7,bugday,A
1572,Pehlivanköy,2013,2,2,12,bugday,A
1572,Pehlivanköy,2014,2,2,12,bugday,A
1572,Pehlivanköy,2015,2,2,12,bugday,A
1572,Pehlivanköy,2016,2,2,12,bugday,A
1572,Pehlivanköy,2017,2,2,12,bugday,A
1572,Pehlivanköy,2018,2,3,17,bugday,A
1572,Pehlivanköy,2019,2,3,17,bugday,A
1572,Pehlivanköy,2020,2,3,17,bugday,A
1572,Pehlivanköy,2021,2,3,17,bugday,A
1572,Pehlivanköy,2022,2,4,22,bugday,A
1572,Pehlivanköy,2023,2,4,22,bugday,A
1572,Pehlivanköy,2024,2,4,22,bugday,A
1572,Pehlivanköy,2025,2,4,22,bugday,A
1577,Pınarhisar,2004,1,0,1,bugday,A
1577,Pınarhisar,2005,1,0,1,bugday,A
1577,Pınarhisar,2006,1,0,1,bugday,A
1577,Pınarhisar,2007,1,0,1,bugday,A
1577,Pınarhisar,2008,1,0,1,bugday,A
1577,Pınarhisar,2009,1,1,6,bugday,A
1577,Pınarhisar,2010,1,1,6,bugday,A
1577,Pınarhisar,2011,1,1,6,bugday,A
1577,Pınarhisar,2012,1,1,6,bugday,A
1577,Pınarhisar,2013,1,2,11,bugday,A
1577,Pınarhisar,2014,1,2,11,bugday,A
1577,Pınarhisar,2015,1,2,11,bugday,A
1577,Pınarhisar,2016,1,2,11,bugday,A
1577,Pınarhisar,2017,1,2,11,bugday,A
1577,Pınarhisar,2018,1,3,16,bugday,A
1577,Pınarhisar,2019,1,3,16,bugday,A
1577,Pınarhisar,2020,1,3,16,bugday,A
1577,Pınarhisar,2021,1,3,16,bugday,A
1577,Pınarhisar,2022,1,4,21,bugday,A
1577,Pınarhisar,2023,1,4,21,bugday,A
1577,Pınarhisar,2024,1,4,21,bugday,A
1577,Pınarhisar,2025,1,4,21,bugday,A
1596,Saray,2004,3,0,3,bugday,A
1596,Saray,2005,3,0,3,bugday,A
1596,Saray,2006,3,0,3,bugday,A
1596,Saray,2007,3,0,3,bugday,A
1596,Saray,2008,3,0,3,bugday,A
1596,Saray,2009,3,1,8,bugday,A
1596,Saray,2010,3,1,8,bugday,A
1596,Saray,2011,3,1,8,bugday,A
1596,Saray,2012,3,1,8,bugday,A
1596,Saray,2013,3,2,13,bugday,A
1596,Saray,2014,3,2,13,bugday,A
1596,Saray,2015,3,2,13,bugday,A
1596,Saray,2016,3,2,13,bugday,A
1596,Saray,2017,3,2,13,bugday,A
1596,Saray,2018,3,3,18,bugday,A
1596,Saray,2019,3,3,18,bugday,A
1596,Saray,2020,3,3,18,bugday,A
1596,Saray,2021,3,3,18,bugday,A
1596,Saray,2022,3,4,23,bugday,A
1596,Saray,2023,3,4,23,bugday,A
1596,Saray,2024,3,4,23,bugday,A
1596,Saray,2025,3,4,23,bugday,A
1652,Şarköy,2004,4,0,4,bugday,A
1652,Şarköy,2005,4,0,4,bugday,A
1652,Şarköy,2006,4,0,4,bugday,A
1652,Şarköy,2007,4,0,4,bugday,A
1652,Şarköy,2008,4,0,4,bugday,A
1652,Şarköy,2009,4,1,9,bugday,A
1652,Şarköy,2010,4,1,9,bugday,A
1652,Şarköy,2011,4,1,9,bugday,A
1652,Şarköy,2012,4,1,9,bugday,A
1652,Şarköy,2013,4,2,14,bugday,A
1652,Şarköy,2014,4,2,14,bugday,A
1652,Şarköy,2015,4,2,14,bugday,A
1652,Şarköy,2016,4,2,14,bugday,A
1652,Şarköy,2017,4,2,14,bugday,A
1652,Şarköy,2018,4,3,19,bugday,A
1652,Şarköy,2019,4,3,19,bugday,A
1652,Şarköy,2020,4,3,19,bugday,A
1652,Şarköy,2021,4,3,19,bugday,A
1652,Şarköy,2022,4,4,24,bugday,A
1652,Şarköy,2023,4,4,24,bugday,A
1652,Şarköy,2024,4,4,24,bugday,A
1652,Şarköy,2025,4,4,24,bugday,A
1673,Merkez,2004,3,0,3,bugday,A
1673,Merkez,2005,3,0,3,bugday,A
1673,Merkez,2006,3,0,3,bugday,A
1673,Merkez,2007,3,0,3,bugday,A
1673,Merkez,2008,3,0,3,bugday,A
1673,Merkez,2009,3,1,8,bugday,A
1673,Merkez,2010,3,1,8,bugday,A
1673,Merkez,2011,3,1,8,bugday,A
1673,Merkez,2012,3,1,8,bugday,A
1705,Uzunköprü,2004,2,0,2,bugday,A
1705,Uzunköprü,2005,2,0,2,bugday,A
1705,Uzunköprü,2006,2,0,2,bugday,A
1705,Uzunköprü,2007,2,0,2,bugday,A
1705,Uzunköprü,2008,2,0,2,bugday,A
1705,Uzunköprü,2009,2,1,7,bugday,A
1705,Uzunköprü,2010,2,1,7,bugday,A
1705,Uzunköprü,2011,2,1,7,bugday,A
1705,Uzunköprü,2012,2,1,7,bugday,A
1705,Uzunköprü,2013,2,2,12,bugday,A
1705,Uzunköprü,2014,2,2,12,bugday,A
1705,Uzunköprü,2015,2,2,12,bugday,A
1705,Uzunköprü,2016,2,2,12,bugday,A
1705,Uzunköprü,2017,2,2,12,bugday,A
1705,Uzunköprü,2018,2,3,17,bugday,A
1705,Uzunköprü,2019,2,3,17,bugday,A
1705,Uzunköprü,2020,2,3,17,bugday,A
1705,Uzunköprü,2021,2,3,17,bugday,A
1705,Uzunköprü,2022,2,4,22,bugday,A
1705,Uzunköprü,2023,2,4,22,bugday,A
1705,Uzunköprü,2024,2,4,22,bugday,A
1705,Uzunköprü,2025,2,4,22,bugday,A
1714,Vize,2004,1,0,1,bugday,A
1714,Vize,2005,1,0,1,bugday,A
1714,Vize,2006,1,0,1,bugday,A
1714,Vize,2007,1,0,1,bugday,A
1714,Vize,2008,1,0,1,bugday,A
1714,Vize,2009,1,1,6,bugday,A
1714,Vize,2010,1,1,6,bugday,A
1714,Vize,2011,1,1,6,bugday,A
1714,Vize,2012,1,1,6,bugday,A
1714,Vize,2013,1,2,11,bugday,A
1714,Vize,2014,1,2,11,bugday,A
1714,Vize,2015,1,2,11,bugday,A
1714,Vize,2016,1,2,11,bugday,A
1714,Vize,2017,1,2,11,bugday,A
1714,Vize,2018,1,3,16,bugday,A
1714,Vize,2019,1,3,16,bugday,A
1714,Vize,2020,1,3,16,bugday,A
1714,Vize,2021,1,3,16,bugday,A
1714,Vize,2022,1,4,21,bugday,A
1714,Vize,2023,1,4,21,bugday,A
1714,Vize,2024,1,4,21,bugday,A
1714,Vize,2025,1,4,21,bugday,A
1825,Marmaraereğlisi,2004,3,0,3,bugday,A
1825,Marmaraereğlisi,2005,3,0,3,bugday,A
1825,Marmaraereğlisi,2006,3,0,3,bugday,A
1825,Marmaraereğlisi,2007,3,0,3,bugday,A
1825,Marmaraereğlisi,2008,3,0,3,bugday,A
1825,Marmaraereğlisi,2009,3,1,8,bugday,A
1825,Marmaraereğlisi,2010,3,1,8,bugday,A
1825,Marmaraereğlisi,2011,3,1,8,bugday,A
1825,Marmaraereğlisi,2012,3,1,8,bugday,A
1825,Marmaraereğlisi,2013,3,2,13,bugday,A
1825,Marmaraereğlisi,2014,3,2,13,bugday,A
1825,Marmaraereğlisi,2015,3,2,13,bugday,A
1825,Marmaraereğlisi,2016,3,2,13,bugday,A
1825,Marmaraereğlisi,2017,3,2,13,bugday,A
1825,Marmaraereğlisi,2018,3,3,18,bugday,A
1825,Marmaraereğlisi,2019,3,3,18,bugday,A
1825,Marmaraereğlisi,2020,3,3,18,bugday,A
1825,Marmaraereğlisi,2021,3,3,18,bugday,A
1825,Marmaraereğlisi,2022,3,4,23,bugday,A
1825,Marmaraereğlisi,2023,3,4,23,bugday,A
1825,Marmaraereğlisi,2024,3,4,23,bugday,A
1825,Marmaraereğlisi,2025,3,4,23,bugday,A
1988,Süloğlu,2004,2,0,2,bugday,A
1988,Süloğlu,2005,2,0,2,bugday,A
1988,Süloğlu,2006,2,0,2,bugday,A
1988,Süloğlu,2007,2,0,2,bugday,A
1988,Süloğlu,2008,2,0,2,bugday,A
1988,Süloğlu,2009,2,1,7,bugday,A
1988,Süloğlu,2010,2,1,7,bugday,A
1988,Süloğlu,2011,2,1,7,bugday,A
1988,Süloğlu,2012,2,1,7,bugday,A
1988,Süloğlu,2013,2,2,12,bugday,A
1988,Süloğlu,2014,2,2,12,bugday,A
1988,Süloğlu,2015,2,2,12,bugday,A
1988,Süloğlu,2016,2,2,12,bugday,A
1988,Süloğlu,2017,2,2,12,bugday,A
1988,Süloğlu,2018,2,3,17,bugday,A
1988,Süloğlu,2019,2,3,17,bugday,A
1988,Süloğlu,2020,2,3,17,bugday,A
1988,Süloğlu,2021,2,3,17,bugday,A
1988,Süloğlu,2022,2,4,22,bugday,A
1988,Süloğlu,2023,2,4,22,bugday,A
1988,Süloğlu,2024,2,4,22,bugday,A
1988,Süloğlu,2025,2,4,22,bugday,A
2094,Ergene,2013,3,2,13,bugday,A
2094,Ergene,2014,3,2,13,bugday,A
2094,Ergene,2015,3,2,13,bugday,A
2094,Ergene,2016,3,2,13,bugday,A
2094,Ergene,2017,3,2,13,bugday,A
2094,Ergene,2018,3,3,18,bugday,A
2094,Ergene,2019,3,3,18,bugday,A
2094,Ergene,2020,3,3,18,bugday,A
2094,Ergene,2021,3,3,18,bugday,A
2094,Ergene,2022,3,4,23,bugday,A
2094,Ergene,2023,3,4,23,bugday,A
2094,Ergene,2024,3,4,23,bugday,A
2094,Ergene,2025,3,4,23,bugday,A
2095,Kapaklı,2013,3,2,13,bugday,A
2095,Kapaklı,2014,3,2,13,bugday,A
2095,Kapaklı,2015,3,2,13,bugday,A
2095,Kapaklı,2016,3,2,13,bugday,A
2095,Kapaklı,2017,3,2,13,bugday,A
2095,Kapaklı,2018,3,3,18,bugday,A
2095,Kapaklı,2019,3,3,18,bugday,A
2095,Kapaklı,2020,3,3,18,bugday,A
2095,Kapaklı,2021,3,3,18,bugday,A
